what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1377695219673
java.runtime.version,sysinfo,,,"1.6.0_43-b01",1377695219673
java.specification.name,sysinfo,,,"Java Platform API Specification",1377695219673
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1377695219673
java.specification.version,sysinfo,,,"1.6",1377695219673
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1377695219673
java.version,sysinfo,,,"1.6.0_43",1377695219673
java.vm.info,sysinfo,,,"mixed mode",1377695219673
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1377695219673
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1377695219673
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1377695219673
java.vm.specification.version,sysinfo,,,"1.0",1377695219673
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1377695219673
java.vm.version,sysinfo,,,"20.14-b01",1377695219673
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1377695219922
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1377695219924
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1377695219929
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1377695219933
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1377695219940
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1377695219950
started,bundle,com.sap.adt.communication.ui,2.14.0,"com.sap.adt.communication.ui",1377695219950
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1377695219998
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1377695219998
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1377695220012
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1377695220067
started,bundle,com.sap.conn.jco.eclipse,1.2.2,"com.sap.conn.jco.eclipse",1377695220095
started,bundle,com.sap.adt.util,2.14.0,"com.sap.adt.util",1377695220098
started,bundle,com.sap.adt.communication,2.14.0,"com.sap.adt.communication",1377695220109
started,bundle,com.sap.adt.tools.core.ui,2.14.0,"com.sap.adt.tools.core.ui",1377695220116
started,bundle,com.sap.ide.opendocument.ui,2.11.0,"com.sap.ide.opendocument.ui",1377695220125
started,bundle,com.sap.ide.ui5.services,1.14.0,"com.sap.ide.ui5.services",1377695220128
started,bundle,com.sap.ide.ui5.common,1.14.0,"com.sap.ide.ui5.common",1377695220131
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1377695220547
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1377695220593
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1377695220594
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1377695223493
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1377695223496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695231701
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1377695231723
started,bundle,com.sap.ide.ui5.app.plugin,1.14.0,"com.sap.ide.ui5.app.plugin",1377695252582
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1377695293068
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1377695293113
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1377695293253
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1377695293273
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1377695293289
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1377695294761
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1377695294764
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1377695294770
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1377695294779
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1377695294793
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1377695294795
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1377695294803
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1377695295040
started,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1377695295042
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1377695295056
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1377695296027
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1377695296276
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1377695296293
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1377695296296
started,bundle,com.sap.adt.project.ui,2.14.0,"com.sap.adt.project.ui",1377695296376
started,bundle,com.sap.adt.project,2.14.0,"com.sap.adt.project",1377695296379
started,bundle,com.sap.adt.destinations,2.14.0,"com.sap.adt.destinations",1377695296384
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1377695296917
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1377695296923
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1377695296933
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1377695296935
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1377695296938
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1377695297012
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1377695299130
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1377695301384
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1377695301419
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1377695301447
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1377695301546
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1377695301547
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1377695302030
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1377695302158
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1377695302190
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1377695303569
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1377695303573
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1377695303649
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1377695304289
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1377695304560
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1377695305016
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1377695305108
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1377695305122
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1377695305125
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1377695305252
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1377695305321
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1377695305356
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1377695305378
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1377695305397
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1377695305406
opened,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1377695305447
started,bundle,com.sap.adt.tools.core.base,2.14.0,"com.sap.adt.tools.core.base",1377695305502
started,bundle,com.sap.adt.util.ui,2.14.0,"com.sap.adt.util.ui",1377695305506
started,bundle,com.sap.adt.tools.filesystem,2.14.0,"com.sap.adt.tools.filesystem",1377695305508
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1377695305519
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1377695305629
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1377695305857
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1377695305858
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1377695306027
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1377695306100
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1377695306520
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1377695306687
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1377695306783
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1377695306927
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695307015
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1377695307050
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695307142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695307257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1377695307287
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1377695307432
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1377695307465
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1377695351220
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695355491
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695355594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377695355716
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1377695355724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695361149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695362030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695362276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695364035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695364318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695367229
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1377695369877
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1377695369968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695372316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695385498
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1377695389933
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1377695396808
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1377695399864
started,bundle,com.sap.adt.tools.core,2.14.0,"com.sap.adt.tools.core",1377695400193
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1377695400282
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1377695400298
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1377695400344
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1377695400344
opened,editor,com.sap.ide.ui5.app.plugin,1.14.0,"com.sap.ide.ui5.app.preview.UI5ApplicationPreviewEditor",1377695405280
activated,editor,com.sap.ide.ui5.app.plugin,1.14.0,"com.sap.ide.ui5.app.preview.UI5ApplicationPreviewEditor",1377695405311
executed,command,,,"com.sap.ide.ui5.app.preview.UI5ApplicationPreview.run",1377695405328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1377695407848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1377695408645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695409149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695419414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695419941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695425784
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695427398
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695427475
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1377695429626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1377695440928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695450681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1377695453642
